Open,Year,High,Month,Low,Close
33300,2016,34900,8,33110,34670
32230,2016,34150,7,32210,33430
33300,2016,33370,7,32850,32910
32880,2016,34240,7,32830,33630
33040,2016,33300,7,32360,32530
32630,2016,33350,7,32560,33170
33160,2016,33240,7,32530,32640
33420,2016,34450,7,33420,33720
33160,2016,33280,7,32750,32920
34500,2016,35000,7,33120,33700
31000,2016,32660,7,31000,32660
27750,2016,28010,7,27390,27660
28500,2016,28500,7,27675,28145
27750,2016,27995,7,27510,27800
26200,2016,26995,7,26105,26845
26020,2016,26145,7,25355,25445
26185,2016,26665,7,25910,26030
26000,2016,26070,7,25305,25900
27205,2016,27225,7,26460,26540
26800,2016,27920,7,26760,27705
27710,2016,27845,7,27155,27360
27905,2016,27980,6,27245,27300
27955,2016,27980,6,27480,27595
27000,2016,27730,6,26705,27455
26795,2016,27470,6,26325,27385
29525,2016,29925,6,26120,26295
28500,2016,29425,6,28375,29340
28465,2016,28550,6,27765,28230
28230,2016,28645,6,27800,28595
27940,2016,28695,6,27940,28395
27535,2016,27900,6,27435,27550
28390,2016,28865,6,27210,27260
28010,2016,28390,6,27750,28255
29060,2016,29190,6,28055,28330
29380,2016,29605,6,29050,29055
29950,2016,30270,6,29630,29815
30260,2016,30500,6,29855,29940
30030,2016,30450,6,29810,30450
30050,2016,30190,6,29710,29995
29420,2016,30200,6,29335,30090
29205,2016,30450,6,29100,30120
28800,2016,28800,6,28100,28180
29510,2016,29845,6,28880,28965
29195,2016,29995,5,29155,29885
29195,2016,29485,5,28905,29385
29700,2016,29725,5,28970,29000
29240,2016,29745,5,29135,29400
28165,2016,28830,5,28090,28740
27995,2016,28035,5,27515,27665
28520,2016,28610,5,27615,27965
28375,2016,28870,5,27930,28775
28800,2016,29065,5,28255,28475
28510,2016,28860,5,28135,28585
28750,2016,28945,5,28235,28660
28655,2016,28950,5,28050,28150
29380,2016,29380,5,28490,28500
28610,2016,29115,5,28205,29020
29395,2016,29520,5,28650,28750
29065,2016,29095,5,28160,28895
28195,2016,28670,5,28050,28610
28140,2016,28330,5,27355,28020
27685,2016,28260,5,27560,27945
31490,2016,32040,4,29160,29185
30550,2016,31290,4,30530,30980
30880,2016,31250,4,30150,30540
32110,2016,32490,4,31050,31140
30610,2016,32220,4,30610,31950
30500,2016,31280,4,30310,30890
30310,2016,30420,4,29180,29425
28985,2016,30020,4,28950,29870
28640,2016,28825,4,28030,28075
29000,2016,30250,4,28850,29615
29275,2016,29935,4,29140,29800
27500,2016,28825,4,27140,28695
26590,2016,27025,4,26320,26915
26620,2016,27090,4,26375,26815
27500,2016,27785,4,26395,26610
31880,2016,31880,4,30370,30490
31860,2016,32250,4,31550,31640
32970,2016,32990,4,31890,32020
33770,2016,34080,4,33300,33410
35800,2016,35940,4,33860,34070
36850,2016,36950,3,36020,36020
37040,2016,37050,3,36470,36500
35940,2016,36780,3,35390,36780
36690,2016,36760,3,36070,36150
36480,2016,36720,3,36270,36410
36690,2016,36900,3,36210,36240
36000,2016,36860,3,35900,36760
35760,2016,35900,3,35100,35660
35810,2016,35960,3,34840,35120
36280,2016,36810,3,35630,35850
36000,2016,36260,3,35660,35910
36680,2016,36950,3,36180,36270
35400,2016,36390,3,35400,36390
33400,2016,34850,3,33350,34590
34200,2016,34230,3,33840,34030
33900,2016,34150,3,33610,33690
34690,2016,34710,3,33940,34420
34810,2016,34810,3,34400,34490
34630,2016,34700,3,34210,34410
33330,2016,34660,3,33080,34530
32000,2016,33530,3,31970,33330
31390,2016,31620,3,30910,31310
31520,2016,31990,2,31280,31340
31770,2016,32420,2,31540,31540
31190,2016,31420,2,30760,31230
31700,2016,31800,2,31170,31320
32000,2016,32560,2,31630,31960
31130,2016,32240,2,31130,31760
31610,2016,31780,2,31040,31500
32500,2016,32520,2,31340,31960
32690,2016,32820,2,30720,31240
32710,2016,33530,2,32210,32810
33130,2016,33490,2,32520,33220
31870,2016,32770,2,31060,32390
33100,2016,33300,2,31820,32520
33590,2016,34050,2,32710,32870
34030,2016,35330,2,33710,35070
34750,2016,35070,2,34080,34590
36500,2016,36660,2,35270,35400
37470,2016,37880,2,36250,36620
37370,2016,37570,2,37030,37240
38610,2016,38710,2,37320,37670
37320,2016,39890,1,36660,38430
37090,2016,37730,1,36930,37120
37290,2016,38270,1,37170,37610
37000,2016,37120,1,36750,36990
37650,2016,38190,1,36790,37870
35700,2016,37710,1,35620,37420
35810,2016,36060,1,34540,34610
37470,2016,37480,1,35380,35650
36610,2016,37320,1,36410,37220
36370,2016,36980,1,35730,36730
38120,2016,38490,1,36810,37000
37290,2016,37800,1,36850,37640
37840,2016,38720,1,37740,38690
37210,2016,38050,1,37130,37630
36700,2016,38580,1,36180,38140
40000,2016,40500,1,39010,39050
40320,2016,41070,1,39850,40170
40360,2016,41230,1,40110,40430
42000,2016,42200,1,40450,40650
42300,2015,42700,12,41950,42640
42240,2015,42780,12,41860,42160
43240,2015,43350,12,42300,42590
43000,2015,43540,12,42850,43140
43920,2015,43920,12,43030,43050
43940,2015,44000,12,43120,43230
43650,2015,44240,12,42860,43750
45300,2015,47120,12,44030,44070
45490,2015,45790,12,44890,45180
44660,2015,44960,12,44010,44520
44800,2015,45050,12,43880,43980
44540,2015,44790,12,44310,44520
45190,2015,46270,12,45190,45940
45650,2015,45850,12,45300,45440
47110,2015,47300,12,46290,46610
47240,2015,47960,12,47030,47160
47470,2015,47860,12,47340,47520
47110,2015,47660,12,46560,46720
48110,2015,48310,12,47170,48210
49600,2015,49640,12,48910,48980
49880,2015,50080,12,49400,49890
49610,2015,49980,11,49430,49780
49390,2015,49840,11,49250,49640
48720,2015,49480,11,48710,49330
48240,2015,48500,11,47810,48480
48150,2015,48320,11,47980,48230
48400,2015,48500,11,47890,48210
48210,2015,48870,11,47730,48350
48000,2015,48400,11,47450,47480
47330,2015,47650,11,46950,47400
46460,2015,46770,11,46300,46440
47700,2015,47820,11,46900,47490
47350,2015,47890,11,47290,47880
47560,2015,48200,11,47300,47420
46550,2015,47650,11,46420,47600
46390,2015,46880,11,46250,46720
44920,2015,45430,11,44720,45400
44600,2015,44920,11,44160,44770
43920,2015,44870,11,43690,44350
43760,2015,44470,11,43150,43220
43400,2015,44560,10,42930,44380
44470,2015,44480,10,42960,43420
44060,2015,44190,10,43800,44130
44150,2015,44280,10,43650,43780
44480,2015,44500,10,43910,44000
43920,2015,44290,10,43730,43870
43200,2015,43700,10,43010,43220
